trans_id,lang,translation
掛札,zh-tw,卦劄
若葉町,en,Wakabacho
若葉町,ko,와카바초
若葉町,zh-ch,若叶町
若葉町,zh-tw,若葉町
五日市中央公民館,en,Itsukaichi-chuo Kominkan (Itsukaichi Chuo Community Center)
五日市中央公民館,ko,이쓰카이치 추오 공민관
五日市中央公民館,zh-ch,五日市中央公民馆
五日市中央公民館,zh-tw,五日市中央公民館
五日市観音中学校,en,Itsukaichi Kannon Chugakko (Itsukaichi Kannon Junior High School)
五日市観音中学校,ko,이쓰카이치 칸논 중학교
五日市観音中学校,zh-ch,五日市观音中学
五日市観音中学校,zh-tw,五日市觀音中學
府中ニュータウン上,en,Fuchu New Town-kami
府中ニュータウン上,ko,후추 뉴타운 카미
府中ニュータウン上,zh-ch,府中新城上
府中ニュータウン上,zh-tw,府中新城上
砂谷酪農入口,en,Sagotani Rakuno-iriguchi
砂谷酪農入口,ko,사고타니 라쿠노 이리구치
砂谷酪農入口,zh-ch,砂谷酪农入口
砂谷酪農入口,zh-tw,砂谷酪農入口
猿見橋,en,Sarumibashi
猿見橋,ko,사루미바시
猿見橋,zh-ch,猿见桥
猿見橋,zh-tw,猿見橋
下黒瀬,ja,下黒瀬
下黒瀬,ja-Hrkt,しもぐろせ
三次小学校前,en,Miyoshi Shogakko-mae (Miyoshi Elementary School)
三次小学校前,ko,미요시 초등학교
三次小学校前,zh-ch,三次小学前
三次小学校前,zh-tw,三次小學前
夢ヶ丘入口,ja,夢ヶ丘入口
夢ヶ丘入口,ja-Hrkt,ゆめがおかいりぐち
呉本通り八丁目,en,Kure-hondori-hatchome (Kure-hondori 8)
呉本通り八丁目,ko,구레 혼도리 8초메
呉本通り八丁目,zh-ch,吴本通八丁目
呉本通り八丁目,zh-tw,吳本通八丁目
青崎二丁目,en,Aosaki-nichome (Aosaki 2)
青崎二丁目,ko,아오사키 2초메
青崎二丁目,zh-ch,青崎二丁目
青崎二丁目,zh-tw,青崎二丁目
ふじが丘団地入口,en,Fujigaoka Danchi-iriguchi (Fujigaoka Housing Complex)
ふじが丘団地入口,ko,후지가오카 단지
ふじが丘団地入口,zh-ch,藤丘团地入口
ふじが丘団地入口,zh-tw,藤丘團地入口
広商店街,ja,広商店街
広商店街,ja-Hrkt,ひろしょうてんがい
安芸南高校北,en,Aki-minami Koko-kita (Aki-minami High School North)
安芸南高校北,ko,아키 미나미 고등학교
安芸南高校北,zh-ch,安艺南高中北
安芸南高校北,zh-tw,安藝南高中北
魚切下,en,Uokiri-shimo
魚切下,ko,우오키리 시모
魚切下,zh-ch,鱼切下
魚切下,zh-tw,魚切下
五月が丘三丁目,en,Satsukigaoka-sanchome (Satsukigaoka 3)
五月が丘三丁目,ko,사쓰키가오카 3초메
五月が丘三丁目,zh-ch,五月丘三丁目
五月が丘三丁目,zh-tw,五月丘三丁目
坪野,en,Tsubono
坪野,ko,쓰보노
坪野,zh-ch,坪野
坪野,zh-tw,坪野
伴南五丁目,ja,伴南五丁目
伴南五丁目,ja-Hrkt,ともみなみごちょうめ
伴南五丁目,en,Tomo-minami-gochome (Tomo-minami 5)
伴南五丁目,ko,도모 미나미 5초메
伴南五丁目,zh-ch,伴南五丁目
伴南五丁目,zh-tw,伴南五丁目
御幸橋,en,Miyukibashi
御幸橋,ko,미유키바시
御幸橋,zh-ch,御幸桥
御幸橋,zh-tw,禦幸橋
海岸４丁目,en,Kaigan-yonchome (Kaigan 4)
海岸４丁目,ko,가이간 4초메
海岸４丁目,zh-ch,海岸4丁目
海岸４丁目,zh-tw,海岸4丁目
美鈴が丘小学校,en,Misuzugaoka Shogakko (Misuzugaoka Elementary School)
美鈴が丘小学校,ko,미스즈가오카 초등학교
美鈴が丘小学校,zh-ch,美铃丘小学
美鈴が丘小学校,zh-tw,美鈴丘小學
本庄ハイツ入口,ja,本庄ハイツ入口
本庄ハイツ入口,ja-Hrkt,ほんじょうはいついりぐち
西澄合,en,Nishi-sumiai
西澄合,ko,니시스미아이
西澄合,zh-ch,西澄合
西澄合,zh-tw,西澄合
白川上,en,Shirakawa-kami
白川上,ko,시라카와 카미
白川上,zh-ch,白川上
白川上,zh-tw,白川上
勝田,en,Katsuta
勝田,ko,가쓰타
勝田,zh-ch,胜田
勝田,zh-tw,勝田
三次もののけミュージアム,ja,三次もののけミュージアム
三次もののけミュージアム,ja-Hrkt,みよしもののけみゅーじあむ
下根宮の上,en,Shimone Miyanoue
下根宮の上,ko,시모네 미야노우에
下根宮の上,zh-ch,下根宫之上
下根宮の上,zh-tw,下根宮之上
海田大正町,en,Kaita Taishomachi
海田大正町,ko,가이타 타이쇼마치
海田大正町,zh-ch,海田大正町
海田大正町,zh-tw,海田大正町
清水１丁目,en,Shimizu-itchome (Shimizu 1)
清水１丁目,ko,시미즈 1초메
清水１丁目,zh-ch,清水1丁目
清水１丁目,zh-tw,清水1丁目
五月が丘三丁目中,ja,五月が丘三丁目中
五月が丘三丁目中,ja-Hrkt,さつきがおかさんちょうめなか
五月が丘三丁目中,en,Satsukigaoka-sanchome-naka (Satsukigaoka 3-naka)
五月が丘三丁目中,ko,사쓰키가오카 3초메 나카
五月が丘三丁目中,zh-ch,五月丘三丁目中
五月が丘三丁目中,zh-tw,五月丘三丁目中
向洋新町二丁目,en,Mukainada-shinmachi-nichome (Mukainada-shinmachi 2)
向洋新町二丁目,ko,무카이나다 신마치 2초메
向洋新町二丁目,zh-ch,向洋新町二丁目
向洋新町二丁目,zh-tw,向洋新町二丁目
観音新町三丁目,en,Kanon-shinmachi-sanchome (Kanon-shinmachi 3)
観音新町三丁目,ko,간온 신마치 3초메
観音新町三丁目,zh-ch,观音新町三丁目
観音新町三丁目,zh-tw,觀音新町三丁目
花上,en,Hanagami
花上,ko,하나가미
花上,zh-ch,花上
花上,zh-tw,花上
上二河町,en,Kami-nikocho
上二河町,ko,가미니코초
上二河町,zh-ch,上二河町
上二河町,zh-tw,上二河町
安小学校,en,Yasu Shoggako (Yasu Elementary School)
安小学校,ko,야수 초등학교
安小学校,zh-ch,安小学
安小学校,zh-tw,安小學
瑞穂インタ－,en,Mizuho Inter
瑞穂インタ－,ko,미즈호 인터
瑞穂インタ－,zh-ch,瑞穗入口
瑞穂インタ－,zh-tw,瑞穗入口
下浜ヶ谷,en,Shimo-hamagatani
下浜ヶ谷,ko,시모하마가타니
下浜ヶ谷,zh-ch,下滨谷
下浜ヶ谷,zh-tw,下濱谷
澄合,en,Sumiai
澄合,ko,스미아이
澄合,zh-ch,澄合
澄合,zh-tw,澄合
自衛隊前,en,Jieitai-mae
自衛隊前,ko,지에타이 마에
自衛隊前,zh-ch,自卫队前
自衛隊前,zh-tw,自衛隊前
高宮,en,Takamiya
高宮,ko,다카미야
高宮,zh-ch,高宫
高宮,zh-tw,高宮
上烏帽子,en,Kami-eboshi
上烏帽子,ko,가미에보시
上烏帽子,zh-ch,上乌帽子
上烏帽子,zh-tw,上烏帽子
折出,ja,折出
折出,ja-Hrkt,おりで
折出,en,Oride
折出,ko,오리데
折出,zh-ch,折出
折出,zh-tw,折出
こころゆきやなぎ公園,en,Kokoro Yukiyanagi Koen (Kokoro Yukiyanagi Park)
こころゆきやなぎ公園,ko,고코로 유키야나기 공원
こころゆきやなぎ公園,zh-ch,COCORO珍珠花公园
こころゆきやなぎ公園,zh-tw,COCORO珍珠花公園
地毛,en,Jige
地毛,ko,지게
地毛,zh-ch,地毛
地毛,zh-tw,地毛
府中山田,en,Fuchu Yamada
府中山田,ko,후추 야마다
府中山田,zh-ch,府中山田
府中山田,zh-tw,府中山田
熊野営業所,en,Kumano Eigyosho
熊野営業所,ko,구마노 영업소
熊野営業所,zh-ch,熊野营业所
熊野営業所,zh-tw,熊野營業所
くるめ木二丁目,en,Kurumegi-nichome (Kurumegi 2)
くるめ木二丁目,ko,구루메기 2초메
くるめ木二丁目,zh-ch,KURUME木二丁目
くるめ木二丁目,zh-tw,KURUME木二丁目
東観音台団地,en,Higashi-kannondai Danchi
東観音台団地,ko,히가시칸논다이 단지
東観音台団地,zh-ch,东观音台团地
東観音台団地,zh-tw,東觀音臺團地
久地境原,en,Kuchi Sakaibara
久地境原,ko,구치 사카이바라
久地境原,zh-ch,久地境原
久地境原,zh-tw,久地境原
東翠町,en,Higashi-midorimachi
東翠町,ko,히가시미도리마치
東翠町,zh-ch,东翠町
東翠町,zh-tw,東翠町
南竹屋町,ja,南竹屋町
南竹屋町,ja-Hrkt,みなみたけやちょう
南竹屋町,en,Minami-takeyacho
南竹屋町,ko,미나미타케야초
南竹屋町,zh-ch,南竹屋町
南竹屋町,zh-tw,南竹屋町
舟入小学校入口,ja,舟入小学校入口
舟入小学校入口,ja-Hrkt,ふないりしょうがっこういりぐち
江波本町,en,Eba-honmachi
江波本町,ko,에바 혼마치
江波本町,zh-ch,江波本町
江波本町,zh-tw,江波本町
桜ヶ丘・清水ヶ丘団地入口,ja,桜ヶ丘・清水ヶ丘団地入口
桜ヶ丘・清水ヶ丘団地入口,ja-Hrkt,さくらがおか・しみずがおかだんちいりぐち
桜ヶ丘・清水ヶ丘団地入口,en,Sakuragaoka/Shimizugaoka Danchi-iriguchi
桜ヶ丘・清水ヶ丘団地入口,ko,사쿠라가오카·시미즈가오카 단치 이리구치
桜ヶ丘・清水ヶ丘団地入口,zh-ch,樱丘・清水丘团地入口
桜ヶ丘・清水ヶ丘団地入口,zh-tw,櫻丘・清水丘團地入口
佐伯中学校前,en,Saeki Chugakko-mae (Saeki Junior High School)
佐伯中学校前,ko,사에키 중학교
佐伯中学校前,zh-ch,佐伯中学前
佐伯中学校前,zh-tw,佐伯中學前
文化橋,ja,文化橋
文化橋,ja-Hrkt,ぶんかばし
田方が丘団地,en,Tagatagaoka Danchi (Tagatagaoka Housing Complex)
田方が丘団地,ko,다가타가오카 단지
田方が丘団地,zh-ch,田方丘团地
田方が丘団地,zh-tw,田方丘團地
鈴が峰住宅,en,Suzugamine Jutaku
鈴が峰住宅,ko,스즈가미네 주타쿠
鈴が峰住宅,zh-ch,铃峰住宅
鈴が峰住宅,zh-tw,鈴峰住宅
海岸３丁目,en,Kaigan-sanchome (Kaigan 3)
海岸３丁目,ko,가이간 3초메
海岸３丁目,zh-ch,海岸3丁目
海岸３丁目,zh-tw,海岸3丁目
沼田高校,ja,沼田高校
沼田高校,ja-Hrkt,ぬまたこうこう
舟入小学校入口,en,Funairi Shogakko-iriguchi (Funairi Elementary School)
舟入小学校入口,ko,후나이리 초등학교
舟入小学校入口,zh-ch,舟入小学入口
舟入小学校入口,zh-tw,舟入小學入口
日赤看護大学前,en,Nisseki Kango Daigaku (Japanese Red Cross Col. of Nursing)
日赤看護大学前,ko,일본적십자 간호대학
日赤看護大学前,zh-ch,日赤看护大学
日赤看護大学前,zh-tw,日赤看護大學
出汐町,en,Deshiocho
出汐町,ko,데시오초
出汐町,zh-ch,出汐町
出汐町,zh-tw,出汐町
児童公園前,en,Jido Koen-mae (Children's Park)
児童公園前,ko,지도 공원
児童公園前,zh-ch,儿童公园前
児童公園前,zh-tw,兒童公園前
呉本通り三丁目,ja,呉本通り三丁目
呉本通り三丁目,ja-Hrkt,くれほんどおりさんちょうめ
呉本通り三丁目,en,Kure-hondori-sanchome (Kure-hondori 3)
呉本通り三丁目,ko,구레혼도리 3초메
呉本通り三丁目,zh-ch,吴本通三丁目
呉本通り三丁目,zh-tw,吳本通三丁目
広駅前,en,Hiro Sta.
広駅前,ko,히로 역
広駅前,zh-ch,广站前
広駅前,zh-tw,廣站前
三菱団地下,en,Mitsubishi Danchi-shimo
三菱団地下,ko,미쓰비시 단치 시모
三菱団地下,zh-ch,三菱团地下
三菱団地下,zh-tw,三菱團地下
近隣公園前,en,Kinrin Koen-mae (Kinrin Park)
近隣公園前,ko,긴린 공원
近隣公園前,zh-ch,近邻公园前
近隣公園前,zh-tw,近鄰公園前
吉田病院,en,Yoshida Byoin (Yoshida Hospital)
吉田病院,ko,요시다 병원
吉田病院,zh-ch,吉田医院
吉田病院,zh-tw,吉田醫院
旭インター,en,Asahi Inter
旭インター,ko,아사히 인터
旭インター,zh-ch,旭IC
旭インター,zh-tw,旭IC
熊野萩原,en,Kumano Hagiwara
熊野萩原,ko,구마노 하기와라
熊野萩原,zh-ch,熊野萩原
熊野萩原,zh-tw,熊野萩原
熊野萩原車庫前,en,Kumano Hagiwara Shako-mae (Kumano Hagiwara Depot)
熊野萩原車庫前,ko,구마노하기와라 차고
熊野萩原車庫前,zh-ch,熊野萩原车库前
熊野萩原車庫前,zh-tw,熊野萩原車庫前
寺地,en,Teraji
寺地,ko,데라지
寺地,zh-ch,寺地
寺地,zh-tw,寺地
天神上,en,Tenjin-kami
天神上,ko,덴진 카미
天神上,zh-ch,天神上
天神上,zh-tw,天神上
中溝,en,Nakamizo
中溝,ko,나카미조
中溝,zh-ch,中沟
中溝,zh-tw,中溝
上殿中央,en,Kamitono-chuo
上殿中央,ko,가미토노 추오
上殿中央,zh-ch,上殿中央
上殿中央,zh-tw,上殿中央
河内小学校,ja,河内小学校
河内小学校,ja-Hrkt,こうちしょうがっこう
上山手橋,en,Kami-yamatebashi
上山手橋,ko,가미야마테바시
上山手橋,zh-ch,上山手桥
上山手橋,zh-tw,上山手橋
宮の城,en,Miyanojo
宮の城,ko,미야노조
宮の城,zh-ch,宫之城
宮の城,zh-tw,宮之城
桜花の郷ラフォーレ庄原,en,Ouka no Sato Laforet Shobara
桜花の郷ラフォーレ庄原,ko,벚꽃의 마을 라포레 쇼바라
桜花の郷ラフォーレ庄原,zh-ch,樱花之乡 Laforet Shobara
桜花の郷ラフォーレ庄原,zh-tw,櫻花之鄉 Laforet Shobara
吉が瀬,en,Yoshigase
吉が瀬,ko,요시가세
吉が瀬,zh-ch,吉濑
吉が瀬,zh-tw,吉瀨
大杉,en,Osugi
大杉,ko,오스기
大杉,zh-ch,大杉
大杉,zh-tw,大杉
巴町,en,Tomoemachi
巴町,ko,도모에마치
巴町,zh-ch,巴町
巴町,zh-tw,巴町
仁保沖町,en,Niho Okimachi
仁保沖町,ko,니호오키마치
仁保沖町,zh-ch,仁保冲町
仁保沖町,zh-tw,仁保衝町
さくら野団地下,ja,さくら野団地下
さくら野団地下,ja-Hrkt,さくらのだんちしも
水無,en,Mizunashi
水無,ko,미즈나시
水無,zh-ch,水无
水無,zh-tw,水無
半坂,en,Hanzaka
半坂,ko,한자카
半坂,zh-ch,半坂
半坂,zh-tw,半阪
花の季台中央公園,en,Hananokidai Chuo Koen (Hananokidai Chuo Park)
花の季台中央公園,ko,하나노키다이 추오 코엔
花の季台中央公園,zh-ch,花之季台中央公园
花の季台中央公園,zh-tw,花之季臺中央公園
熊野第三小学校,en,Kumano Daisan Shogakko (Kumano Daisan Elementary School)
熊野第三小学校,ko,구마노 다이3 초등학교
熊野第三小学校,zh-ch,熊野第三小学
熊野第三小学校,zh-tw,熊野第三小學
野登呂橋,en,Notorobashi
野登呂橋,ko,노토로바시
野登呂橋,zh-ch,野登吕桥
野登呂橋,zh-tw,野登呂橋
熊野高校前,en,Kumamo Koko-mae (Kumamo High School)
熊野高校前,ko,구마노 고등학교
熊野高校前,zh-ch,熊野高中前
熊野高校前,zh-tw,熊野高中前
警固屋５丁目,en,Kegoya-gochome (Kegoya 5)
警固屋５丁目,ko,게고야 5초메
警固屋５丁目,zh-ch,警固屋5丁目
警固屋５丁目,zh-tw,警固屋5丁目
佐方,en,Sagata
佐方,ko,사가타
佐方,zh-ch,佐方
佐方,zh-tw,佐方
合同庁舎前,ja,合同庁舎前
合同庁舎前,ja-Hrkt,ごうどうちょうしゃまえ
和田東,en,Wada-higashi
和田東,ko,와다 히가시
和田東,zh-ch,和田东
和田東,zh-tw,和田東
石井城址入口,en,Ishiijoshi-iriguchi (Ishii Castle Site)
石井城址入口,ko,이시이 성 터
石井城址入口,zh-ch,石井城址入口
石井城址入口,zh-tw,石井城址入口
たたらば壱番地,en,Tataraba Ichibanchi
たたらば壱番地,ko,다타라바 이치반치
たたらば壱番地,zh-ch,多多良场壹番地
たたらば壱番地,zh-tw,多多良場壹番地
美鈴モール前,en,Misuzu Mall-mae
美鈴モール前,ko,미스즈 몰 마에
美鈴モール前,zh-ch,美铃购物中心前
美鈴モール前,zh-tw,美鈴購物中心前
夢が丘東,en,Yumegaoka-higashi
夢が丘東,ko,유메가오카 히가시
夢が丘東,zh-ch,梦丘东
夢が丘東,zh-tw,夢丘東
大林二丁目,ja,大林二丁目
大林二丁目,ja-Hrkt,おおばやしにちょうめ
弁天橋,en,Bentembashi
弁天橋,ko,벤텐바시
弁天橋,zh-ch,弁天桥
弁天橋,zh-tw,弁天橋
東本浦,en,Higashi-honura
東本浦,ko,히가시혼우라
東本浦,zh-ch,东本浦
東本浦,zh-tw,東本浦
府中町役場東口,en,Fuchu Choyakuba-higashiguchi (Fuchu Town Office East Entrance)
府中町役場東口,ko,후추 정 사무소
府中町役場東口,zh-ch,府中町公所东口
府中町役場東口,zh-tw,府中町公所東口
三宅,en,Miyake
三宅,ko,미야케
三宅,zh-ch,三宅
三宅,zh-tw,三宅
広島港桟橋,en,Hiroshima-ko Sambashi (Hiroshima Harbor Pier)
広島港桟橋,ko,히로시마항 부두
広島港桟橋,zh-ch,广岛港栈桥
広島港桟橋,zh-tw,廣島港棧橋
西楢原,en,Nishi-narahara
西楢原,ko,니시나라하라
西楢原,zh-ch,西楢原
西楢原,zh-tw,西楢原
上安駅,en,Kamiyasu Sta.
上安駅,ko,가미야스 역
上安駅,zh-ch,上安站
上安駅,zh-tw,上安站
宮園中央,en,Miyazono-chuo
宮園中央,ko,미야조노 추오
宮園中央,zh-ch,宫园中央
宮園中央,zh-tw,宮園中央
玉造,ja,玉造
玉造,ja-Hrkt,たまつくり
府中南公民館,en,Fuchu-minami Kominkan
府中南公民館,ko,후추 미나미 공민관
府中南公民館,zh-ch,府中南公民馆
府中南公民館,zh-tw,府中南公民館
矢賀入口,en,Yaga-iriguchi
矢賀入口,ko,야가 이리구치
矢賀入口,zh-ch,矢贺入口
矢賀入口,zh-tw,矢賀入口
大積橋,en,Otsumibashi
大積橋,ko,오쓰미바시
大積橋,zh-ch,大积桥
大積橋,zh-tw,大積橋
中山新町二丁目,en,Nakayama-shinmachi-nichome (Nakayama-shinmachi 2)
中山新町二丁目,ko,나카야마 신마치 2초메
中山新町二丁目,zh-ch,中山新町二丁目
中山新町二丁目,zh-tw,中山新町二丁目
広島県立大学,ja,広島県立大学
広島県立大学,ja-Hrkt,けんりつひろしまだいがく
皆賀上,en,Minaga-kami
皆賀上,ko,미나가카미
皆賀上,zh-ch,皆贺上
皆賀上,zh-tw,皆賀上
上緑井,en,Kami-midorii
上緑井,ko,가미미도리이
上緑井,zh-ch,上绿井
上緑井,zh-tw,上綠井
地御前三丁目,en,Jigozen-sanchome (Jigozen 3)
地御前三丁目,ko,지고젠 3초메
地御前三丁目,zh-ch,地御前三丁目
地御前三丁目,zh-tw,地禦前三丁目
仁方桟橋入口,en,Nigata Sambashi-iriguchi (Nigata Pier Entrance)
仁方桟橋入口,ko,니가타 산바시 이리구치
仁方桟橋入口,zh-ch,仁方栈桥入口
仁方桟橋入口,zh-tw,仁方棧橋入口
可部上市,en,Kabe Kamiichi
可部上市,ko,가베 카미이치
可部上市,zh-ch,可部上市
可部上市,zh-tw,可部上市
大朝インター,ja,大朝インター
大朝インター,ja-Hrkt,おおあさいんた－
三次市役所前,ja,三次市役所前
三次市役所前,ja-Hrkt,みよししやくしょ
石内橋,en,Ishiuchibashi
石内橋,ko,이시우치바시
石内橋,zh-ch,石内桥
石内橋,zh-tw,石內橋
来見,en,Kurumi
来見,ko,구루미
来見,zh-ch,来见
来見,zh-tw,來見
加計山崎,en,Kake Yamasaki
加計山崎,ko,가케 야마사키
加計山崎,zh-ch,加计山崎
加計山崎,zh-tw,加計山崎
西蟹屋,en,Nishi-kaniya
西蟹屋,ko,니시카니야
西蟹屋,zh-ch,西蟹屋
西蟹屋,zh-tw,西蟹屋
下大毛寺,en,Shimo-omoji
下大毛寺,ko,시모오모지
下大毛寺,zh-ch,下大毛寺
下大毛寺,zh-tw,下大毛寺
吉浦駅前,en,Yoshiura Sta.
吉浦駅前,ko,요시우라 역
吉浦駅前,zh-ch,吉浦站前
吉浦駅前,zh-tw,吉浦站前
縮景園前,en,Shukkeien-mae (Shukkeien Garden)
縮景園前,ko,슛케이엔 정원
縮景園前,zh-ch,缩景园前
縮景園前,zh-tw,縮景園前
中国自動車学校前,ja,中国自動車学校前
中国自動車学校前,ja-Hrkt,ちゅうごくじどうしゃがっこうま
下黒瀬,en,Shimo-gurose
下黒瀬,ko,시모구로세
下黒瀬,zh-ch,下黑濑
下黒瀬,zh-tw,下黑瀨
東観音台上,en,Higashi-kannondai-kami
東観音台上,ko,히가시칸논다이 가미
東観音台上,zh-ch,东观音台上
東観音台上,zh-tw,東觀音臺上
下古市,en,Shimo-furuichi
下古市,ko,시모후루이치
下古市,zh-ch,下古市
下古市,zh-tw,下古市
江波営業所,en,Eba Eigyosho
江波営業所,ko,에바 에이교쇼
江波営業所,zh-ch,江波营业所
江波営業所,zh-tw,江波營業所
呉本通り四丁目,en,Kure-hondori-yonchome (Kure-hondori 4)
呉本通り四丁目,ko,구레혼도리 4초메
呉本通り四丁目,zh-ch,吴本通四丁目
呉本通り四丁目,zh-tw,吳本通四丁目
大和重工前,en,Daiwa Juko-mae
大和重工前,ko,다이와 주코 마에
大和重工前,zh-ch,大和重工前
大和重工前,zh-tw,大和重工前
呉郵便局前,en,Kure Yubinkyoku-mae (Kure Post Office)
呉郵便局前,ko,구레 우체국
呉郵便局前,zh-ch,吴邮局前
呉郵便局前,zh-tw,吳郵局前
団地西入口,en,Danchi-nishi-iriguchi
団地西入口,ko,단치 니시 이리구치
団地西入口,zh-ch,团地西入口
団地西入口,zh-tw,團地西入口
呉本通り六丁目,en,Kure-hondori-rokuchome (Kure-hondori 6)
呉本通り六丁目,ko,구레혼도리 6초메
呉本通り六丁目,zh-ch,吴本通六丁目
呉本通り六丁目,zh-tw,吳本通六丁目
十王堂,en,Juodo
十王堂,ko,주오도
十王堂,zh-ch,十王堂
十王堂,zh-tw,十王堂
柳ヶ丘東,en,Yanagigaoka-higashi
柳ヶ丘東,ko,야나기가오카 히가시
柳ヶ丘東,zh-ch,柳丘东
柳ヶ丘東,zh-tw,柳丘東
別所団地,ja,別所団地
別所団地,ja-Hrkt,べっしょだんち
海田,en,Kaita
海田,ko,가이타
海田,zh-ch,海田
海田,zh-tw,海田
江波東一丁目,en,Eba-higashi-itchome (Eba-higashi 1)
江波東一丁目,ko,에바 히가시 1초메
江波東一丁目,zh-ch,江波东一丁目
江波東一丁目,zh-tw,江波東一丁目
安小峠,en,Yasuko-dao
安小峠,ko,야스코다오
安小峠,zh-ch,安小峠
安小峠,zh-tw,安小峠
矢野駅入口,en,Yano Sta. Entrance
矢野駅入口,ko,야노 역
矢野駅入口,zh-ch,矢野站入口
矢野駅入口,zh-tw,矢野站入口
郷,en,Go
郷,ko,고
郷,zh-ch,乡
郷,zh-tw,鄉
釣士田郵便局前,en,Ryoshida Yubinkyoku-mae (Ryoshida Post Office)
釣士田郵便局前,ko,료시다 우체국
釣士田郵便局前,zh-ch,钓士田邮局前
釣士田郵便局前,zh-tw,釣士田郵局前
東浄小学校前,en,Tojo Shogakko-mae (Tojo Elementary School)
東浄小学校前,ko,도조 초등학교
東浄小学校前,zh-ch,东净小学前
東浄小学校前,zh-tw,東凈小學前
江波南一丁目,en,Eba-minami-itchome(Eba-minami 1)
江波南一丁目,ko,에바 미나미 1초메
江波南一丁目,zh-ch,江波南一丁目
江波南一丁目,zh-tw,江波南一丁目
善福寺前,en,Zempukuji-mae (Zempukuji Temple)
善福寺前,ko,젠푸쿠지 절
善福寺前,zh-ch,善福寺前
善福寺前,zh-tw,善福寺前
薬師が丘団地,ja,薬師が丘団地
薬師が丘団地,ja-Hrkt,やくしがおかだんち
薬師が丘団地,en,Yakushigaoka Danchi
薬師が丘団地,ko,야쿠시가오카 단치
薬師が丘団地,zh-ch,药师丘团地
薬師が丘団地,zh-tw,藥師丘團地
小倉新開,en,Ogura Shingai
小倉新開,ko,오구라 신가이
小倉新開,zh-ch,小仓新开
小倉新開,zh-tw,小倉新開
第３団地入口,en,Daisan-Danchi-iriguchi
第３団地入口,ko,다이산 단치 이리구치
第３団地入口,zh-ch,第3团地入口
第３団地入口,zh-tw,第3團地入口
四季が丘上,en,Shikigaoka-kami
四季が丘上,ko,시키가오카 카미
四季が丘上,zh-ch,四季丘上
四季が丘上,zh-tw,四季丘上
宮原１３丁目,en,Miyahara-jusanchome (Miyahara 13)
宮原１３丁目,ko,미야하라 13초메
宮原１３丁目,zh-ch,宫原13丁目
宮原１３丁目,zh-tw,宮原13丁目
上殿口,en,Kamitono-guchi
上殿口,ko,가미토노 구치
上殿口,zh-ch,上殿口
上殿口,zh-tw,上殿口
大宮,en,Omiya
大宮,ko,오미야
大宮,zh-ch,大宫
大宮,zh-tw,大宮
可部中央,en,Kabe-chuo
可部中央,ko,가베 추오
可部中央,zh-ch,可部中央
可部中央,zh-tw,可部中央
警固屋３丁目,en,Kegoya-sanchome (Kegoya 3)
警固屋３丁目,ko,게고야 3초메
警固屋３丁目,zh-ch,警固屋3丁目
警固屋３丁目,zh-tw,警固屋3丁目
美鈴東三丁目,en,Misuzugaoka-higashi-sanchome (Misuzugaoka-higashi 3)
美鈴東三丁目,ko,미스즈가오카 히가시 3초메
美鈴東三丁目,zh-ch,美铃丘东三丁目
美鈴東三丁目,zh-tw,美鈴丘東三丁目
教育隊前,en,Kyoikutai-mae
教育隊前,ko,교이쿠타이 마에
教育隊前,zh-ch,教育队前
教育隊前,zh-tw,教育隊前
東照宮入口,en,Toshogu-iriguchi (Toshogu Shrine)
東照宮入口,ko,도쇼구 신사
東照宮入口,zh-ch,东照宫入口
東照宮入口,zh-tw,東照宮入口
広商店街,en,Hiro Shotengai (Hiro Shopping Street)
広商店街,ko,히로 상가
広商店街,zh-ch,广商业街
広商店街,zh-tw,廣商業街
豊平病院,ja,豊平病院
豊平病院,ja-Hrkt,とよひらびょういん
上畑口,en,Kami-hataguchi
上畑口,ko,가미하타 구치
上畑口,zh-ch,上畑口
上畑口,zh-tw,上畑口
佐伯区役所前,en,Saeki Kuyakusho-mae (Saeki Ward Office)
佐伯区役所前,ko,사에키 구청
佐伯区役所前,zh-ch,佐伯区政府前
佐伯区役所前,zh-tw,佐伯區政府前
明神橋,en,Myojimbashi
明神橋,ko,묘진바시
明神橋,zh-ch,明神桥
明神橋,zh-tw,明神橋
広島北工業団地,ja,広島北工業団地
広島北工業団地,ja-Hrkt,ひろしまきたこうぎょうだんち
広島北工業団地,en,Hiroshima-kita Kogyodanchi
広島北工業団地,ko,히로시마 키타 코교 단치
広島北工業団地,zh-ch,广岛北工业团地
広島北工業団地,zh-tw,廣島北工業團地
桂浜･温泉館,en,Katsuragahama/Onsenkan
桂浜･温泉館,ko,가쓰라가하마·온센칸
桂浜･温泉館,zh-ch,桂滨･温泉馆
桂浜･温泉館,zh-tw,桂濱･溫泉館
広島工大入口,en,Hiroshima Kodai-iriguchi (Hiroshima Institute of Technology Entrance)
広島工大入口,ko,히로시마 공대
広島工大入口,zh-ch,广岛工大入口
広島工大入口,zh-tw,廣島工大入口
牛田本町六丁目,en,Ushita-honmachi-rokuchome (Ushita-honmachi 6)
牛田本町六丁目,ko,우시타 혼마치 6초메
牛田本町六丁目,zh-ch,牛田本町六丁目
牛田本町六丁目,zh-tw,牛田本町六丁目
船越町,en,Funakoshicho
船越町,ko,후나코시초
船越町,zh-ch,船越町
船越町,zh-tw,船越町
下附地,en,Shimo-tsukeji
下附地,ko,시모쓰케지
下附地,zh-ch,下附地
