trans_id,lang,translation
宮の町五丁目,ja-Hrkt,みやのまちごちょうめ
焼山下呉地,ja,焼山下呉地
焼山下呉地,ja-Hrkt,やけやましもくれじ
火ノ原,ja,火ノ原
火ノ原,ja-Hrkt,ひのはら
五日市高校,ja,五日市高校
五日市高校,ja-Hrkt,いつかいちこうこう
石内,ja,石内
石内,ja-Hrkt,いしうち
広電ボウル前,en,Hiroden Bowl-mae
広電ボウル前,ko,히로덴 볼 마에
広電ボウル前,zh-ch,广电保龄球馆前
広電ボウル前,zh-tw,廣電保齡球館前
宮園上,ja,宮園上
宮園上,ja-Hrkt,みやぞのかみ
宮園上,en,Miyazono-kami
宮園上,ko,미야조노 카미
宮園上,zh-ch,宫园上
宮園上,zh-tw,宮園上
上香草,ja,上香草
上香草,ja-Hrkt,かみかぐさ
上香草,en,Kami-kagusa
上香草,ko,가미카구사
上香草,zh-ch,上香草
上香草,zh-tw,上香草
警固屋４丁目,ja,警固屋４丁目
警固屋４丁目,ja-Hrkt,けごやよんちょうめ
沼田料金所前,ja,沼田料金所前
沼田料金所前,ja-Hrkt,ぬまたりょうきんじょまえ
沼田料金所前,en,Numata Ryokinjo-mae
沼田料金所前,ko,누마타 료킨조 마에
沼田料金所前,zh-ch,沼田收费站前
沼田料金所前,zh-tw,沼田收費站前
府中青崎東住宅前,ja,府中青崎東住宅前
府中青崎東住宅前,ja-Hrkt,ふちゅうあおさきひがしじゅうたくまえ
田布,ja,田布
田布,ja-Hrkt,たぶ
東明ハイツ,ja,東明ハイツ
東明ハイツ,ja-Hrkt,とうめいはいつ
高取,ja,高取
高取,ja-Hrkt,たかとり
あさひが丘中,ja,あさひが丘中
あさひが丘中,ja-Hrkt,あさひがおかなか
下相田,ja,下相田
下相田,ja-Hrkt,しもあいだ
下相田,en,Shimo-aita
下相田,ko,시모아이타
下相田,zh-ch,下相田
下相田,zh-tw,下相田
細河内下,ja,細河内下
細河内下,ja-Hrkt,ほそこうちしも
東明ハイツ入口,ja,東明ハイツ入口
東明ハイツ入口,ja-Hrkt,とうめいはいついりぐち
松崎八幡宮跡,ja,松崎八幡宮跡
松崎八幡宮跡,ja-Hrkt,まつざきはちまんぐうあと
あさひが丘３番,ja,あさひが丘３番
あさひが丘３番,ja-Hrkt,あさひがおかさんばん
音戸渡船口,ja,音戸渡船口
音戸渡船口,ja-Hrkt,おんどとせんぐち
音戸渡船口,en,Ondo Tosen-guchi
音戸渡船口,ko,온도 토센 구치
音戸渡船口,zh-ch,音户渡船口
音戸渡船口,zh-tw,音戶渡船口
吉木口,ja,吉木口
吉木口,ja-Hrkt,よしきぐち
吉木口,en,Yoshiki-guchi
吉木口,ko,요시키 구치
吉木口,zh-ch,吉木口
吉木口,zh-tw,吉木口
長楽寺駅,ja,長楽寺駅
長楽寺駅,ja-Hrkt,ちょうらくじえき
長楽寺駅,en,Chorakuji Sta.
長楽寺駅,ko,조라쿠지 역
長楽寺駅,zh-ch,长乐寺站
長楽寺駅,zh-tw,長樂寺站
佐伯中学校前,ja,佐伯中学校前
佐伯中学校前,ja-Hrkt,さえきちゅうがっこうまえ
桂峠,ja,桂峠
桂峠,ja-Hrkt,かつらとうげ
府中ニュータウン下,ja,府中ニュータウン下
府中ニュータウン下,ja-Hrkt,ふちゅうにゅーたうんしも
弁天橋,ja,弁天橋
弁天橋,ja-Hrkt,べんてんばし
府中埃宮,ja,府中埃宮
府中埃宮,ja-Hrkt,ふちゅうえのみや
府中埃宮,en,Fuchu Enomiya
府中埃宮,ko,후추 에노미야
府中埃宮,zh-ch,府中埃宫
府中埃宮,zh-tw,府中埃宮
五月が丘三丁目,ja,五月が丘三丁目
五月が丘三丁目,ja-Hrkt,さつきがおかさんちょうめ
清和中学校前,ja,清和中学校前
清和中学校前,ja-Hrkt,せいわちゅうがっこうまえ
八木梅林,ja,八木梅林
八木梅林,ja-Hrkt,やぎばいりん
千同橋,ja,千同橋
千同橋,ja-Hrkt,せんどうばし
千同橋,en,Sendobashi
千同橋,ko,센도바시
千同橋,zh-ch,千同桥
千同橋,zh-tw,千同橋
溝路町,ja,溝路町
溝路町,ja-Hrkt,みぞろちょう
溝路町,en,Mizorocho
溝路町,ko,미조로초
溝路町,zh-ch,沟路町
溝路町,zh-tw,溝路町
畑入口,ja,畑入口
畑入口,ja-Hrkt,はたいりぐち
天応福浦・天応桟橋,ja,天応福浦・天応桟橋
天応福浦・天応桟橋,ja-Hrkt,てんのうふくうら・てんのうさんばし
天応福浦・天応桟橋,en,Tenno Fukuura/Tenno Sambashi
天応福浦・天応桟橋,ko,덴노 후쿠우라·덴노 산바시
天応福浦・天応桟橋,zh-ch,天应福浦・天应栈桥
天応福浦・天応桟橋,zh-tw,天應福浦・天應棧橋
下行森,ja,下行森
下行森,ja-Hrkt,しもゆきもり
山手,ja,山手
山手,ja-Hrkt,やまて
関の内,ja,関の内
関の内,ja-Hrkt,せきのうち
関の内,en,Sekinouchi
関の内,ko,세키노우치
関の内,zh-ch,关之内
関の内,zh-tw,關之內
浜田駅前,ja,浜田駅前
浜田駅前,ja-Hrkt,はまだえきまえ
加計ＢＳ,ja,加計ＢＳ
加計ＢＳ,ja-Hrkt,かけばすすとっぷ
坪井公民館,ja,坪井公民館
坪井公民館,ja-Hrkt,つぼいこうみんかん
車庫浜田,ja,車庫浜田
車庫浜田,ja-Hrkt,しゃこはまだ
東中央４丁目,ja,東中央４丁目
東中央４丁目,ja-Hrkt,ひがしちゅうおうよんちょうめ
四季が丘南,ja,四季が丘南
四季が丘南,ja-Hrkt,しきがおかみなみ
向洋新町二丁目,ja,向洋新町二丁目
向洋新町二丁目,ja-Hrkt,むかいなだしんまちにちょうめ
香草,ja,香草
香草,ja-Hrkt,かぐさ
南海田,ja,南海田
南海田,ja-Hrkt,みなみかいた
ふじタウン中,ja,ふじタウン中
ふじタウン中,ja-Hrkt,ふじたうんなか
安佐営業所,ja,安佐営業所
安佐営業所,ja-Hrkt,あさえいぎょうしょ
安佐営業所,en,Asa Eigyosho
安佐営業所,ko,아사 영업소
安佐営業所,zh-ch,安佐营业所
安佐営業所,zh-tw,安佐營業所
熊野保育所前,ja,熊野保育所前
熊野保育所前,ja-Hrkt,くまのほいくしょまえ
ＮＴＴ前,ja,ＮＴＴ前
ＮＴＴ前,ja-Hrkt,えぬてぃーてぃーまえ
ＮＴＴ前,en,NTT-mae
ＮＴＴ前,ko,NTT 마에
ＮＴＴ前,zh-ch,NTT前
ＮＴＴ前,zh-tw,NTT前
中大塚,ja,中大塚
中大塚,ja-Hrkt,なかおおつか
石内原田,en,Ishiuchi Harada
石内原田,ko,이시우치 하라다
石内原田,zh-ch,石内原田
石内原田,zh-tw,石內原田
府中南公民館,ja,府中南公民館
府中南公民館,ja-Hrkt,ふちゅうみなみこうみんかん
桂,ja,桂
桂,ja-Hrkt,かつら
桂,en,Katsura
桂,ko,가쓰라
桂,zh-ch,桂
桂,zh-tw,桂
警固屋３丁目,ja,警固屋３丁目
警固屋３丁目,ja-Hrkt,けごやさんちょうめ
三篠町一丁目,ja,三篠町一丁目
三篠町一丁目,ja-Hrkt,みささまちいっちょうめ
三篠町一丁目,en,Misasamachi-itchome (Misasamachi 1)
三篠町一丁目,ko,미사사마치 1초메
三篠町一丁目,zh-ch,三筱町一丁目
三篠町一丁目,zh-tw,三筱町一丁目
加計新町,ja,加計新町
加計新町,ja-Hrkt,かけしんまち
青崎東上児童遊園地前,ja,青崎東上児童遊園地前
青崎東上児童遊園地前,ja-Hrkt,あおさきひがしかみじどうゆうえんちまえ
府中ニュータウン下,en,Fuchu New Town-shimo
府中ニュータウン下,ko,후추 뉴타운 시모
府中ニュータウン下,zh-ch,府中新城下
府中ニュータウン下,zh-tw,府中新城下
くるめ木二丁目,ja,くるめ木二丁目
くるめ木二丁目,ja-Hrkt,くるめぎにちょうめ
川坂,ja,川坂
川坂,ja-Hrkt,かわさか
川坂,en,Kawasaka
川坂,ko,가와사카
川坂,zh-ch,川坂
川坂,zh-tw,川阪
彩が丘上,ja,彩が丘上
彩が丘上,ja-Hrkt,あやがおかかみ
本浦,en,Honura
本浦,ko,혼우라 （구레 시)
本浦,zh-ch,本浦（吴市）
本浦,zh-tw,本浦（吳市）
原,ja,原
原,ja-Hrkt,はら
原,en,Hara
原,ko,하라
原,zh-ch,原
原,zh-tw,原
小倉新開,ja,小倉新開
小倉新開,ja-Hrkt,おぐらしんがい
宇和木,ja,宇和木
宇和木,ja-Hrkt,うわぎ
喜生園,ja,喜生園
喜生園,ja-Hrkt,きせいえん
一本木,ja,一本木
一本木,ja-Hrkt,いっぽんぎ
坪野下,ja,坪野下
坪野下,ja-Hrkt,つぼのしも
大毛寺口,ja,大毛寺口
大毛寺口,ja-Hrkt,おおもじぐち
大毛寺口,en,Omoji-guchi
大毛寺口,ko,오모지 구치
大毛寺口,zh-ch,大毛寺口
大毛寺口,zh-tw,大毛寺口
汐見町,ja,汐見町
汐見町,ja-Hrkt,しおみちょう
天神川駅北,ja,天神川駅北
天神川駅北,ja-Hrkt,てんじんがわえききたいおんもーるひろしまふちゅうまえ
戸河内インター北,ja,戸河内インター北
戸河内インター北,ja-Hrkt,とごうちいんたーきた
双見,ja,双見
双見,ja-Hrkt,そうみ
江本寺,ja,江本寺
江本寺,ja-Hrkt,こうほんじ
こころ団地西,ja,こころ団地西
こころ団地西,ja-Hrkt,こころだんちにし
戸谷上,en,Todani-kami
戸谷上,ko,도다니 카미
戸谷上,zh-ch,户谷上
戸谷上,zh-tw,戶谷上
宮原１丁目,ja,宮原１丁目
宮原１丁目,ja-Hrkt,みやはらいっちょうめ
宮原１丁目,en,Miyahara-itchome (Miyahara 1)
宮原１丁目,ko,미야하라 1초메
宮原１丁目,zh-ch,宫原1丁目
宮原１丁目,zh-tw,宮原1丁目
戸河内上本郷,ja,戸河内上本郷
戸河内上本郷,ja-Hrkt,とごうちかみほんごう
戸河内上本郷,en,Togochi Kami-hongo
戸河内上本郷,ko,도고치 카미혼고
戸河内上本郷,zh-ch,户河内上本乡
戸河内上本郷,zh-tw,戶河內上本鄉
巴町,ja,巴町
巴町,ja-Hrkt,ともえまち
江波南一丁目,ja,江波南一丁目
江波南一丁目,ja-Hrkt,えばみなみいっちょうめ
郷,ja,郷
郷,ja-Hrkt,ごう
ニュー旭ヶ丘,ja,ニュー旭ヶ丘
ニュー旭ヶ丘,ja-Hrkt,にゅーあさひがおか
五月が丘公園前,ja,五月が丘公園前
五月が丘公園前,ja-Hrkt,さつきがおかこうえんまえ
五月が丘公園前,en,Satsukigaoka Koen-mae (Satsukigaoka Koen-mae)
五月が丘公園前,ko,사쓰키가오카 공원
五月が丘公園前,zh-ch,五月丘公园前
五月が丘公園前,zh-tw,五月丘公園前
Ａシティ中央,en,A City-chuo
Ａシティ中央,ko,A 시티 추오
Ａシティ中央,zh-ch,A.CITY中央
Ａシティ中央,zh-tw,A.CITY中央
あさひが丘展望台入口,ja,あさひが丘展望台入口
あさひが丘展望台入口,ja-Hrkt,あさひがおかてんぼうだいいりぐ
あさひが丘展望台入口,en,Asahigaoka Tembodai-iriguchi (Asahigaoka Lookout)
あさひが丘展望台入口,ko,아사히가오카 전망대
あさひが丘展望台入口,zh-ch,旭丘展望台入口
あさひが丘展望台入口,zh-tw,旭丘展望臺入口
十日市,ja,十日市
十日市,ja-Hrkt,とうかいち
桜花の郷ラフォーレ庄原,ja,桜花の郷ラフォーレ庄原
桜花の郷ラフォーレ庄原,ja-Hrkt,おうかのさとらふぉーれしょうばら
仁保南１番,ja,仁保南１番
仁保南１番,ja-Hrkt,にほみなみいちばん
仁保南１番,en,Niho-minami-ichiban (Niho-minami 1)
仁保南１番,ko,니호 미나미 1반
仁保南１番,zh-ch,仁保南1番
仁保南１番,zh-tw,仁保南1番
境橋,ja,境橋
境橋,ja-Hrkt,さかいばし
皇帝ハイツ入口,ja,皇帝ハイツ入口
皇帝ハイツ入口,ja-Hrkt,こうていはいついりぐち
松江しんじ湖温泉,ja,松江しんじ湖温泉
松江しんじ湖温泉,ja-Hrkt,まつえしんじこおんせん
松江しんじ湖温泉,en,Matsue Shinjiko Onsen
松江しんじ湖温泉,ko,마쓰에 신지코 온센
松江しんじ湖温泉,zh-ch,松江宍道湖温泉
松江しんじ湖温泉,zh-tw,松江宍道湖溫泉
細河内下,en,Hosogochi-shimo
細河内下,ko,호소고치 시모
細河内下,zh-ch,细河内下
細河内下,zh-tw,細河內下
駅前通り,ja,駅前通り
駅前通り,ja-Hrkt,えきまえどおり
駅前通り,en,Ekimae-dori  (Ekimae-dori Ave.)
駅前通り,ko,에키마에 도리（에키마에도리 거리）
駅前通り,zh-ch,站前通
駅前通り,zh-tw,站前通
観音新町四丁目,ja,観音新町四丁目
観音新町四丁目,ja-Hrkt,かんおんしんまちよんちょうめ
太田川橋,ja,太田川橋
太田川橋,ja-Hrkt,おおたがわばし
こころ産業団地入口,ja,こころ産業団地入口
こころ産業団地入口,ja-Hrkt,こころさんぎょうだんちいりぐち
下根,ja,下根
下根,ja-Hrkt,しもね
下根,en,Shimone
下根,ko,시모네
下根,zh-ch,下根
下根,zh-tw,下根
飯室西,ja,飯室西
飯室西,ja-Hrkt,いむろにし
観音台入口,ja,観音台入口
観音台入口,ja-Hrkt,かんのんだいいりぐち
坪井長野,ja,坪井長野
坪井長野,ja-Hrkt,つぼいながの
町屋,ja,町屋
町屋,ja-Hrkt,まちや
町屋,en,Machiya
町屋,ko,마치야
町屋,zh-ch,町屋
町屋,zh-tw,町屋
日本製鉄前,ja,日本製鉄前
日本製鉄前,ja-Hrkt,にっぽんせいてつまえ
広電阿品駅,ja,広電阿品駅
広電阿品駅,ja-Hrkt,ひろでんあじなえき
広電阿品駅,en,Hiroden-ajina Sta.
広電阿品駅,ko,히로덴 아지나 역
広電阿品駅,zh-ch,广电阿品站
広電阿品駅,zh-tw,廣電阿品站
呉越,ja,呉越
呉越,ja-Hrkt,くれごえ
もみじ通り,ja,もみじ通り
もみじ通り,ja-Hrkt,もみじどおり
日宇那町,ja,日宇那町
日宇那町,ja-Hrkt,ひうなちょう
銀山町,ja,銀山町
銀山町,ja-Hrkt,かなやまちょう
和庄小学校下,ja,和庄小学校下
和庄小学校下,ja-Hrkt,わしょうしょうがっこうした
馬が原,en,Bagahara
馬が原,ko,바가하라
馬が原,zh-ch,马原
馬が原,zh-tw,馬原
坪井,ja,坪井
坪井,ja-Hrkt,つぼい
坪井,en,Tsuboi
坪井,ko,쓰보이
坪井,zh-ch,坪井
坪井,zh-tw,坪井
段原南,en,Dambara-minami
段原南,ko,단바라 미나미
段原南,zh-ch,段原南
段原南,zh-tw,段原南
平岩,ja,平岩
平岩,ja-Hrkt,ひらいわ
海岸３丁目,ja,海岸３丁目
海岸３丁目,ja-Hrkt,かいがんさんちょうめ
阿品台北,ja,阿品台北
阿品台北,ja-Hrkt,あじなだいきた
警固屋ドック前,ja,警固屋ドック前
警固屋ドック前,ja-Hrkt,けごやどっくまえ
警固屋ドック前,en,Kegoya Dock-mae
警固屋ドック前,ko,게고야 독 마에
警固屋ドック前,zh-ch,警固屋船坞前
警固屋ドック前,zh-tw,警固屋船塢前
舟入南四丁目,ja,舟入南四丁目
舟入南四丁目,ja-Hrkt,ふないりみなみよんちょうめ
舟入南四丁目,en,Funairi-minami-yonchome (Funairi-minami 4)
舟入南四丁目,ko,후나이리 미나미 4초메
舟入南四丁目,zh-ch,舟入南四丁目
舟入南四丁目,zh-tw,舟入南四丁目
明石,ja,明石
明石,ja-Hrkt,あかし
ＪＲ阿品駅,ja,ＪＲ阿品駅
ＪＲ阿品駅,ja-Hrkt,じぇいあーるあじなえき
長迫小学校下,ja,長迫小学校下
長迫小学校下,ja-Hrkt,ながさこしょうがっこうした
青崎二丁目,ja,青崎二丁目
青崎二丁目,ja-Hrkt,あおさきにちょうめ
二葉の里,ja,二葉の里
二葉の里,ja-Hrkt,ふたばのさと
鈴が台,ja,鈴が台
鈴が台,ja-Hrkt,すずがだい
上飯室,ja,上飯室
上飯室,ja-Hrkt,かみいむろ
上飯室,en,Kami-imuro
上飯室,ko,가미이무로
上飯室,zh-ch,上饭室
上飯室,zh-tw,上飯室
釣士田郵便局前,ja,釣士田郵便局前
釣士田郵便局前,ja-Hrkt,りょうしだゆうびんきょくまえ
鈴張神社,ja,鈴張神社
鈴張神社,ja-Hrkt,すずはりじんじゃ
森城団地中央,ja,森城団地中央
森城団地中央,ja-Hrkt,もりじょうだんちちゅうおう
柏尾,ja,柏尾
柏尾,ja-Hrkt,かしわお
東中央３丁目,ja,東中央３丁目
東中央３丁目,ja-Hrkt,ひがしちゅうおうさんちょうめ
相田,ja,相田
相田,ja-Hrkt,あいだ
白島町,ja,白島町
白島町,ja-Hrkt,はくしまちょう
矢野新町,ja,矢野新町
矢野新町,ja-Hrkt,やのしんまち
矢野新町,en,Yano-shinmachi
矢野新町,ko,야노 신마치
矢野新町,zh-ch,矢野新町
矢野新町,zh-tw,矢野新町
呉市役所前,ja,呉市役所前
呉市役所前,ja-Hrkt,くれしやくしょまえ
呉市役所前,en,Kure Shiyakusho-mae (Kure City Hall)
呉市役所前,ko,구레 시청
呉市役所前,zh-ch,吴市政府前
呉市役所前,zh-tw,吳市政府前
五日市五丁目口,ja,五日市五丁目口
五日市五丁目口,ja-Hrkt,いつかいちごちょうめぐち
安佐南警察署前,ja,安佐南警察署前
安佐南警察署前,ja-Hrkt,あさみなみけいさつしょまえ
安佐南警察署前,en,Asaminami Keisatsusho-mae (Asaminami Police Station)
安佐南警察署前,ko,아사미나미 경찰서
安佐南警察署前,zh-ch,安佐南警察署前
安佐南警察署前,zh-tw,安佐南警察署前
彩が丘下,ja,彩が丘下
彩が丘下,ja-Hrkt,あやがおかしも
明徳中学校,ja,明徳中学校
明徳中学校,ja-Hrkt,めいとくちゅうがっこう
明徳中学校,en,Meitoku Chugakko (Meitoku Junior High School)
明徳中学校,ko,메이토쿠 중학교
明徳中学校,zh-ch,明德中学
明徳中学校,zh-tw,明德中學
広二級峡,ja,広二級峡
広二級峡,ja-Hrkt,ひろにきゅうきょう
宮原９丁目,ja,宮原９丁目
宮原９丁目,ja-Hrkt,みやはらきゅうちょうめ
入江大橋,ja,入江大橋
入江大橋,ja-Hrkt,いりえおおはし
入江大橋,en,Irie-ohashi
入江大橋,ko,이리에 오하시
入江大橋,zh-ch,入江大桥
入江大橋,zh-tw,入江大橋
段原一丁目,ja,段原一丁目
段原一丁目,ja-Hrkt,だんばらいっちょうめ
段原一丁目,en,Dambara-itchome (Dambara 1)
段原一丁目,ko,단바라 1초메
段原一丁目,zh-ch,段原一丁目
段原一丁目,zh-tw,段原一丁目
ナタリーマリナタウン,ja,ナタリーマリナタウン
ナタリーマリナタウン,ja-Hrkt,なたりーまりなたうん
龍頭山登山口,en,Ryuzuyama Tozan-guchi (Mt. Ryuzuyama)
龍頭山登山口,ko,류즈야마 토잔구치
龍頭山登山口,zh-ch,龙头山登山口
龍頭山登山口,zh-tw,龍頭山登山口
田方東陽台,ja,田方東陽台
田方東陽台,ja-Hrkt,たがたとうようだい
杉の迫,ja,杉の迫
杉の迫,ja-Hrkt,すぎのさこ
琴谷,ja,琴谷
琴谷,ja-Hrkt,ことだに
上大林,ja,上大林
上大林,ja-Hrkt,かみおおばやし
上大林,en,Kami-obayashi
上大林,ko,가미오바야시
上大林,zh-ch,上大林
上大林,zh-tw,上大林
東翠町,ja,東翠町
東翠町,ja-Hrkt,ひがしみどりまち
百田団地,ja,百田団地
百田団地,ja-Hrkt,ひゃくだだんち
百田団地,en,Hyakuda Danchi
百田団地,ko,햐쿠다 단치
百田団地,zh-ch,百田团地
百田団地,zh-tw,百田團地
河内農協,ja,河内農協
河内農協,ja-Hrkt,こうちのうきょう
東区スポ－ツセンタ－入口,ja,東区スポ－ツセンタ－入口
東区スポ－ツセンタ－入口,ja-Hrkt,ひがしくすぽーつせんたーいりぐち
東区スポ－ツセンタ－入口,en,Higashiku Sports Center-iriguchi
東区スポ－ツセンタ－入口,ko,히가시쿠 스포츠센터 이리구치
東区スポ－ツセンタ－入口,zh-ch,东区体育中心入口
東区スポ－ツセンタ－入口,zh-tw,東區體育中心入口
台,ja,台
台,ja-Hrkt,だい
台,en,Dai
台,ko,다이
台,zh-ch,台
台,zh-tw,臺
幸の神,en,Sainokami
幸の神,ko,사이노카미
幸の神,zh-ch,幸之神
幸の神,zh-tw,幸之神
坪井公民館,en,Tsuboi Kominkan (Tsuboi Community Center)
坪井公民館,ko,쓰보이 공민관
坪井公民館,zh-ch,坪井公民馆
坪井公民館,zh-tw,坪井公民館
中倉団地入口,ja,中倉団地入口
中倉団地入口,ja-Hrkt,なかくらだんちいりぐち
下明石,ja,下明石
下明石,ja-Hrkt,しもあかし
中広一丁目,ja,中広一丁目
中広一丁目,ja-Hrkt,なかひろいっちょうめ
琴谷車庫,ja,琴谷車庫
琴谷車庫,ja-Hrkt,ことだにしゃこ
宮原５丁目,ja,宮原５丁目
宮原５丁目,ja-Hrkt,みやはらごちょうめ
宮原５丁目,en,Miyahara-gochome (Miyahara 5)
宮原５丁目,ko,미야하라 5초메
宮原５丁目,zh-ch,宫原5丁目
宮原５丁目,zh-tw,宮原5丁目
府中山田,ja,府中山田
府中山田,ja-Hrkt,ふちゅうやまだ
東畑,ja,東畑
東畑,ja-Hrkt,ひがしはた
津江口,ja,津江口
津江口,ja-Hrkt,つえぐち
津江口,en,Tsue-guchi
津江口,ko,쓰에구치
津江口,zh-ch,津江口
津江口,zh-tw,津江口
下向,ja,下向
下向,ja-Hrkt,しもむかい
矢野出張所,ja,矢野出張所
矢野出張所,ja-Hrkt,やのしゅっちょうしょ
呉越,en,Kuregoe
呉越,ko,구레고에
呉越,zh-ch,吴越
呉越,zh-tw,吳越
オークアリーナ入口,ja,オークアリーナ入口
オークアリーナ入口,ja-Hrkt,おーくありーないりぐち
六本松口,en,Ropponmatsu-guchi
六本松口,ko,롯폰마쓰 구치
六本松口,zh-ch,六本松口
六本松口,zh-tw,六本松口
四季が丘中央,en,Shikigaoka-chuo
四季が丘中央,ko,시키가오카 추오
四季が丘中央,zh-ch,四季丘中央
四季が丘中央,zh-tw,四季丘中央
柳ヶ丘,ja,柳ヶ丘
柳ヶ丘,ja-Hrkt,やなぎがおか
玖島分れ,ja,玖島分れ
玖島分れ,ja-Hrkt,くじまわかれ
玖島分れ,en,Kujima-wakare
玖島分れ,ko,구지마 와카레
玖島分れ,zh-ch,玖岛分
玖島分れ,zh-tw,玖島分
皆賀,ja,皆賀
皆賀,ja-Hrkt,みなが
下伏,ja,下伏
下伏,ja-Hrkt,しもふし
舟入本町,ja,舟入本町
舟入本町,ja-Hrkt,ふないりほんまち
舟入本町,en,Funairi-honmachi
舟入本町,ko,후나이리 혼마치
舟入本町,zh-ch,舟入本町
舟入本町,zh-tw,舟入本町
広島文化学園大学入口,ja,広島文化学園大学入口
広島文化学園大学入口,ja-Hrkt,ひろしまぶんかがくえんだいがくいりぐち
合同庁舎,ja,合同庁舎
合同庁舎,ja-Hrkt,ごうどうちょうしゃまえ
己斐,ja,己斐
己斐,ja-Hrkt,こい
広島北インター入口,ja,広島北インター入口
広島北インター入口,ja-Hrkt,ひろしまきたいんたーいりぐち
大林,en,Obayashi
大林,ko,오바야시
大林,zh-ch,大林
大林,zh-tw,大林
府中町役場東口,ja,府中町役場東口
府中町役場東口,ja-Hrkt,ふちゅうちょうやくばひがしぐち
愛郷小学校,ja,愛郷小学校
愛郷小学校,ja-Hrkt,あいきょうしょうがっこう
愛郷小学校,en,Aikyo Elementary School
愛郷小学校,ko,애향 초등학교
愛郷小学校,zh-ch,爱京小学
愛郷小学校,zh-tw,愛京小學
西翠町,ja,西翠町
西翠町,ja-Hrkt,にしみどりまち
戸坂小学校,ja,戸坂小学校
戸坂小学校,ja-Hrkt,へさかしょうがっこう
五日市観音中学校,ja,五日市観音中学校
五日市観音中学校,ja-Hrkt,いつかいちかんのんちゅうがっこう
中山新町二丁目,ja,中山新町二丁目
中山新町二丁目,ja-Hrkt,なかやましんまちにちょうめ
押込口,ja,押込口
押込口,ja-Hrkt,おしごめぐち
矢賀新町二丁目,ja,矢賀新町二丁目
矢賀新町二丁目,ja-Hrkt,やがしんまちにちょうめ
宮内郵便局,ja,宮内郵便局
宮内郵便局,ja-Hrkt,みやうちゆうびんきょく
宮内郵便局,en,Miyauchi Yubinkyoku (Miyauchi Post Office)
宮内郵便局,ko,미야우치 우체국
宮内郵便局,zh-ch,宫内邮局
宮内郵便局,zh-tw,宮內郵局
矢野祇園,ja,矢野祇園
矢野祇園,ja-Hrkt,やのぎおん
久次郎原,ja,久次郎原
久次郎原,ja-Hrkt,きゅうじろうばら
久次郎原,en,Kyujirobara
久次郎原,ko,규지로바라
久次郎原,zh-ch,久次郎原
久次郎原,zh-tw,久次郎原
鵜渡瀬,ja,鵜渡瀬
鵜渡瀬,ja-Hrkt,うどせ
鵜渡瀬,en,Udose
鵜渡瀬,ko,우도세
鵜渡瀬,zh-ch,鹈渡濑
鵜渡瀬,zh-tw,鵜渡瀨
矢野南１丁目,ja,矢野南１丁目
矢野南１丁目,ja-Hrkt,やのみなみいっちょうめ
矢野南１丁目,en,Yano-minami-itchome (Yano-minami 1)
矢野南１丁目,ko,야노 미나미 1초메
矢野南１丁目,zh-ch,矢野南1丁目
矢野南１丁目,zh-tw,矢野南1丁目
山田入口,ja,山田入口
山田入口,ja-Hrkt,やまだいりぐち
山田入口,en,Yamada-iriguchi
山田入口,ko,야마다 이리구치
山田入口,zh-ch,山田入口
山田入口,zh-tw,山田入口
熊野保育所前,en,Kumano Hoikusho-mae (Kumano Nursery)
熊野保育所前,ko,구마노 보육소
熊野保育所前,zh-ch,熊野保育所前
熊野保育所前,zh-tw,熊野保育所前
あさひが丘下,ja,あさひが丘下
あさひが丘下,ja-Hrkt,あさひがおかしも
あさひが丘下,en,Asahigaoka-shimo
あさひが丘下,ko,아사히가오카 시모
あさひが丘下,zh-ch,旭丘下
あさひが丘下,zh-tw,旭丘下
観音小学校前,ja,観音小学校前
観音小学校前,ja-Hrkt,かんおんしょうがっこうまえ
観音小学校前,en,Kanon Shogakko-mae (Kanon Elementary School)
観音小学校前,ko,간온 초등학교
観音小学校前,zh-ch,观音小学前
観音小学校前,zh-tw,觀音小學前
広島文教大学入口,ja,広島文教大学入口
広島文教大学入口,ja-Hrkt,ひろしまぶんきょうだいがくいりぐち
河内農協,en,Kochi Nokyo
河内農協,ko,고치 노쿄
河内農協,zh-ch,河内农协
河内農協,zh-tw,河內農協
西十日市,ja,西十日市
西十日市,ja-Hrkt,にしとうかいち
大和重工前,ja,大和重工前
大和重工前,ja-Hrkt,だいわじゅうこうまえ
瀬山,ja,瀬山
瀬山,ja-Hrkt,せやま
安小学校,ja,安小学校
安小学校,ja-Hrkt,やすしょうがっこう
江波西一丁目,ja,江波西一丁目
江波西一丁目,ja-Hrkt,えばにしいっちょうめ
江波西一丁目,en,Eba-nishi-itchome (Eba-nishi 1)
江波西一丁目,ko,에바 니시 1초메
江波西一丁目,zh-ch,江波西一丁目
江波西一丁目,zh-tw,江波西一丁目
女学院大学前,ja,女学院大学前
女学院大学前,ja-Hrkt,じょがくいんだいがくまえ
下緑井,ja,下緑井
下緑井,ja-Hrkt,しもみどりい
佐伯高校前,ja,佐伯高校前
佐伯高校前,ja-Hrkt,さえきこうこうまえ
佐伯高校前,en,Saeki Koko-mae (Saeki High School)
佐伯高校前,ko,사에키 고등학교
佐伯高校前,zh-ch,佐伯高中前
佐伯高校前,zh-tw,佐伯高中前
己斐本町二丁目,ja,己斐本町二丁目
己斐本町二丁目,ja-Hrkt,こいほんまちにちょうめ
戸河内落合,ja,戸河内落合
