daiya_sid,bin_no,course_sid
ce051fa3-adb2-4adf-8e47-021d9d5e3a65,8,190883ba-aed3-420d-8f74-01599493982f
b0bdbed3-6289-4c95-8c96-335ddcbaf9c7,4,190883ba-aed3-420d-8f74-01599493982f
31ca3142-db17-4973-a18b-429f78e06f9b,6,190883ba-aed3-420d-8f74-01599493982f
fa613b0f-6e24-45be-8d4e-789a7044338f,2,190883ba-aed3-420d-8f74-01599493982f
e113b47a-b642-4ca3-ab6e-847690376248,9,190883ba-aed3-420d-8f74-01599493982f
1689cd3e-ef85-4337-8f75-678139541e99,5,190883ba-aed3-420d-8f74-01599493982f
ce28ea32-3328-4f9d-b487-5f9fc1ff6153,7,190883ba-aed3-420d-8f74-01599493982f
dada668c-452d-4635-b7ba-8dc3379bbb44,1,190883ba-aed3-420d-8f74-01599493982f
8b42dbe2-385e-41fd-9f0b-cf3d0f1d1756,3,190883ba-aed3-420d-8f74-01599493982f
f6d853cf-2a7a-4a86-83b6-896cc4fdea62,15,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
230cb709-1d0d-433f-ae27-9364bb0255de,2,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
0509ef4d-b9ad-4dbb-8e61-8f519307bfe9,13,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
46757fa8-2e66-4404-b208-94bad910505c,10,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
8efccdd2-8367-468b-9b00-95cca0e0733a,4,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
55941ac3-806e-4003-bb40-97a8d535a2cf,14,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
b1a6fbff-3abc-482d-8070-9ff7fb6afb4f,11,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
0b491090-bf44-44fe-8f3d-5ff48504a01c,4,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
75fbf291-b70f-41c2-a591-602faccd5172,4,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
1b5bc1b0-3b6e-4e1e-8c00-61ae96e3d329,12,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
cedfc300-0624-4d91-aa59-6671334a6cce,6,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
5c68f5d0-c422-46fc-b458-8605733bf657,9,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
8022c3b8-bc6f-46b4-8299-884921e53a89,10,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
8ac781ea-7711-4bf7-b7b8-44c087aac236,2,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
d4de8d5c-e994-4453-8da5-4985ae26fd4b,8,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
47589b90-7338-4693-95cf-4e8c2f2d0989,7,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
f5badd24-040c-4c90-a36b-592058ff58ae,5,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
ec0b4e25-d522-4dc7-b7f9-01b51a8d99c4,14,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
4da25bb9-18af-4728-a1b6-0adad4d2ba07,10,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
786ca884-f91e-4619-9553-0c2ad99f45e5,8,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
a0851472-de2f-45aa-a07b-12e4a0bd8761,1,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
868d6893-0e5e-4fa9-af1c-13218174f33b,13,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
2161d7a1-feae-4b7b-9371-1a248c55977b,1,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
d67ae53a-2d5d-45e0-87a2-209043d6ec22,9,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
63b44e14-b923-45ad-aec1-bc2ab83534b8,5,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
67497810-78aa-403b-bcea-c17ee0de53be,8,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
db3238b9-02f3-4e80-90fb-dcfc0ee2ab9b,3,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
c642085a-54d2-465b-813b-d920cffeab8b,1,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
f4daa57d-824d-4dc0-a30f-ec17119f4efb,7,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
ed6b39d8-d93e-4e06-a9f8-efe78131385e,7,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
56466dbe-becf-41e4-9c5a-f1981b72d4b9,11,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
12e58f8b-07c8-4105-bd1d-f405ba7f156f,5,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
a4ad7888-0e57-4d04-b90b-f69b9843c9c2,3,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
300bff36-d5ff-45bf-953b-f83a12e9c757,6,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
1218e1de-b59d-4523-a09a-fec4b404c05e,2,d6ab5d5a-6b38-4b1d-8fd3-01c09628b78f
a80d9e11-a3c4-45ab-b0de-1b137e4e9139,14,42059c1b-68a9-464e-b405-02f0e2d869d3
9f1243a9-1f01-4672-969d-1b2fc9801bf5,7,42059c1b-68a9-464e-b405-02f0e2d869d3
21046675-d23d-4798-ba69-294139c68100,1,42059c1b-68a9-464e-b405-02f0e2d869d3
c6a6676a-39d4-4811-b355-12ba304ac17d,7,42059c1b-68a9-464e-b405-02f0e2d869d3
736ef822-6c1b-469b-a39f-0d0df58ba52b,12,42059c1b-68a9-464e-b405-02f0e2d869d3
e056c229-165f-46e6-a253-0e87dbe2f1d1,2,42059c1b-68a9-464e-b405-02f0e2d869d3
9fcb8b66-a1b9-40a2-ae61-100ad080f06c,13,42059c1b-68a9-464e-b405-02f0e2d869d3
1f88315a-7880-4856-9a42-5171146d2af9,9,42059c1b-68a9-464e-b405-02f0e2d869d3
3124b96e-dfa3-43fe-8953-53f504699814,13,42059c1b-68a9-464e-b405-02f0e2d869d3
f15acb69-7edb-4ac1-a06e-4aa5fa2025d2,10,42059c1b-68a9-464e-b405-02f0e2d869d3
53083257-2d31-43a6-b93e-474faccadad6,11,42059c1b-68a9-464e-b405-02f0e2d869d3
2650c806-cdbb-4948-be5b-413cc37d663f,17,42059c1b-68a9-464e-b405-02f0e2d869d3
1220c6aa-11f3-4df3-aea1-40725f314e6b,4,42059c1b-68a9-464e-b405-02f0e2d869d3
c83db785-dc44-4418-abf0-32adc4df4228,9,42059c1b-68a9-464e-b405-02f0e2d869d3
4d7f39c2-398c-45c1-9788-3108b2777b15,12,42059c1b-68a9-464e-b405-02f0e2d869d3
8114925f-ac33-4756-830a-7e42ecb4aeed,5,42059c1b-68a9-464e-b405-02f0e2d869d3
88c2ba9c-b331-45b3-9106-82d861debc42,4,42059c1b-68a9-464e-b405-02f0e2d869d3
8981a8fd-3da4-4398-90b0-8307809bf476,1,42059c1b-68a9-464e-b405-02f0e2d869d3
955dd0b0-82bb-4ea1-8bbb-61d34ac4a3ca,6,42059c1b-68a9-464e-b405-02f0e2d869d3
1f888863-0a5d-4a00-956e-60e76464b96a,3,42059c1b-68a9-464e-b405-02f0e2d869d3
581c354a-b6ee-4388-822b-5bbe815e72d9,8,42059c1b-68a9-464e-b405-02f0e2d869d3
6077ed03-c555-4dd6-be4d-699a2308c29b,15,42059c1b-68a9-464e-b405-02f0e2d869d3
11a32a6e-6f9c-40c8-abb8-6f880ca83664,7,42059c1b-68a9-464e-b405-02f0e2d869d3
54dabab8-9984-4d1c-aafc-6faf239cc90a,2,42059c1b-68a9-464e-b405-02f0e2d869d3
3af33843-ffd2-45b2-b2d2-a2b9d3e3eef0,8,42059c1b-68a9-464e-b405-02f0e2d869d3
29730536-629f-4862-9c4b-a3a36cc52db4,6,42059c1b-68a9-464e-b405-02f0e2d869d3
32e05048-24e4-4555-8c61-956c65ce092d,3,42059c1b-68a9-464e-b405-02f0e2d869d3
cd1d6f4d-6735-4fdf-b5ef-95aae245d0aa,1,42059c1b-68a9-464e-b405-02f0e2d869d3
e3f31e23-d00d-4867-8dfa-933d70f3c2a0,14,42059c1b-68a9-464e-b405-02f0e2d869d3
3925d117-91b5-47ae-a80e-89412e07e108,2,42059c1b-68a9-464e-b405-02f0e2d869d3
f24be92a-9a73-4d8c-a1e9-8c996312cd24,15,42059c1b-68a9-464e-b405-02f0e2d869d3
a83abbab-f241-4920-890c-fae4521f0149,6,42059c1b-68a9-464e-b405-02f0e2d869d3
c5378a30-52f7-42bd-90cf-f2465533d534,15,42059c1b-68a9-464e-b405-02f0e2d869d3
149827c1-2b3c-4c21-9659-dabf42f909f1,4,42059c1b-68a9-464e-b405-02f0e2d869d3
c6f95b27-d4bc-4732-858c-d5f0b5ee7b42,11,42059c1b-68a9-464e-b405-02f0e2d869d3
09cc600f-b0ab-464e-8dc4-e2f02e7077ba,12,42059c1b-68a9-464e-b405-02f0e2d869d3
d6ea80fd-6499-49ff-ad49-b99456a8f6e4,10,42059c1b-68a9-464e-b405-02f0e2d869d3
22768aeb-8140-46ff-96e1-b4691c54545a,11,42059c1b-68a9-464e-b405-02f0e2d869d3
29f45b76-b165-470e-9fc4-b4c426b27645,16,42059c1b-68a9-464e-b405-02f0e2d869d3
45b1b19d-6e6c-4ca4-9d5e-a9e75967eb7d,3,42059c1b-68a9-464e-b405-02f0e2d869d3
c8f9f450-5736-47b0-a854-ae63f150f656,8,42059c1b-68a9-464e-b405-02f0e2d869d3
4e9f9e8b-0653-48d6-9448-beb0e5088e33,5,42059c1b-68a9-464e-b405-02f0e2d869d3
e58a1ba3-2091-4604-a5a8-d079d42664d3,10,42059c1b-68a9-464e-b405-02f0e2d869d3
c004ffa5-71b3-4f74-8edb-d246b19ae768,5,42059c1b-68a9-464e-b405-02f0e2d869d3
805276df-6102-4aa2-8c8c-d28f07aaf554,9,42059c1b-68a9-464e-b405-02f0e2d869d3
adefd3bd-f7e4-4c91-bf94-c8454e251a10,14,42059c1b-68a9-464e-b405-02f0e2d869d3
5af275b2-9e52-4c60-afde-ca17c4c1fd56,13,42059c1b-68a9-464e-b405-02f0e2d869d3
74f6de84-fe5c-4a65-9348-91a92b7392a3,8,b04d4d67-803a-490f-af1c-02f923e34b7f
0032e3c0-7b25-4166-b40a-995c667fc376,4,b04d4d67-803a-490f-af1c-02f923e34b7f
a6428215-188c-4920-8773-a11385c2b3d4,5,b04d4d67-803a-490f-af1c-02f923e34b7f
b159f154-9c45-48ff-a3c3-a51bd354f5fd,2,b04d4d67-803a-490f-af1c-02f923e34b7f
635afc26-4f84-4703-8f95-7147ef6f5b2c,2,b04d4d67-803a-490f-af1c-02f923e34b7f
03afa04c-b8a9-4e97-b082-6eb668dfc8ac,3,b04d4d67-803a-490f-af1c-02f923e34b7f
9d7111c9-ab60-4e84-9422-8751c67d4b7e,3,b04d4d67-803a-490f-af1c-02f923e34b7f
041deb52-233e-4f9a-b222-78e4a6166bed,3,b04d4d67-803a-490f-af1c-02f923e34b7f
61a5a0f8-f829-4de4-94d2-38ec4b63a9d3,1,b04d4d67-803a-490f-af1c-02f923e34b7f
b68d651b-5803-48fc-b73e-3be1b9070ab3,9,b04d4d67-803a-490f-af1c-02f923e34b7f
2108b956-25c3-4059-8ab6-4c653f74b170,7,b04d4d67-803a-490f-af1c-02f923e34b7f
05dc47f8-0339-4849-89d3-5735c21cd695,5,b04d4d67-803a-490f-af1c-02f923e34b7f
b3ed959d-39cc-426c-8cfa-166eea5f8e88,8,b04d4d67-803a-490f-af1c-02f923e34b7f
52a7dad3-4a6a-4d77-9f56-0472dac14434,7,b04d4d67-803a-490f-af1c-02f923e34b7f
48336a40-02fd-45c7-af9a-1f6fbdc758c3,6,b04d4d67-803a-490f-af1c-02f923e34b7f
92044caa-61df-4b68-9663-ccf89639c9eb,7,b04d4d67-803a-490f-af1c-02f923e34b7f
a333aaf0-7eae-43b2-a033-be512a41a579,4,b04d4d67-803a-490f-af1c-02f923e34b7f
26ee0532-25d0-4b31-96af-c5a07b4927f9,2,b04d4d67-803a-490f-af1c-02f923e34b7f
abf22ae5-d23e-445b-8b8d-a5d8a96d45ba,5,b04d4d67-803a-490f-af1c-02f923e34b7f
e893bee7-c92d-4bc8-878a-e251e125c01b,4,b04d4d67-803a-490f-af1c-02f923e34b7f
84d1e26e-9dd3-4d08-913e-d9e2261a4d31,6,b04d4d67-803a-490f-af1c-02f923e34b7f
1a9c6a0f-6300-4a30-9910-f32e37f0ba30,1,b04d4d67-803a-490f-af1c-02f923e34b7f
258480a2-dd8f-450c-9436-e917c9d0559b,6,b04d4d67-803a-490f-af1c-02f923e34b7f
ae2b53b0-0f4d-4425-bb13-f418a41fa7f4,8,b04d4d67-803a-490f-af1c-02f923e34b7f
275a339a-bffb-495e-92f5-f50256ceccc4,1,b04d4d67-803a-490f-af1c-02f923e34b7f
9fec9f92-2cd4-45a2-bba4-1bff926cb66d,2,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
df22070e-b7d5-450e-b40c-105135034ec4,2,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
a5fcd573-8987-42c0-9aae-4ba8f22b41fa,4,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
0efd24bd-24f6-4d50-8620-4da24bf9f569,3,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
a85a0d1b-144c-4c28-a767-5bd19cfa430a,4,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
a4b742ea-3f17-4477-83ed-99f64e907c8b,1,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
8b471ad6-e7cb-499d-960a-f60c09590cd0,1,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
1e624d78-0e7e-4662-bb79-c2371590fac8,1,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
ef705d2e-d495-4e62-85ae-cef9ff407ebb,3,4da1b6dc-9e1d-41e2-b602-03abd71bd1e6
5478415e-5a98-4907-90e7-39188b37cd24,2,331a9c04-59bc-478f-816f-04884b2092b1
9e77668f-0404-43e5-a9f0-67912e2c416b,3,331a9c04-59bc-478f-816f-04884b2092b1
bd9efaba-f2c7-4a50-8c31-b9ee2f34ea2e,1,331a9c04-59bc-478f-816f-04884b2092b1
dd3b149e-3335-4090-9c4e-18f054377c0f,1,5d575461-c2d0-40c6-90ba-05a42fded12a
2d32948d-672b-460e-9427-d8c7f0b7781e,1,5d575461-c2d0-40c6-90ba-05a42fded12a
1cf73a0e-316b-45af-9150-a8e979463903,1,5d575461-c2d0-40c6-90ba-05a42fded12a
03c3922e-8ae2-4208-b14c-9a5d389594cc,1,ff459040-6671-4e11-8c07-067e9facfda1
0b338a15-049a-4700-8400-9146a6df5677,4,ba5c5586-2153-4e12-a70f-06eb0c7cb552
12427db9-8388-4b86-908f-84cd852e2f66,1,ba5c5586-2153-4e12-a70f-06eb0c7cb552
e3eb6b78-18ba-42a3-b45d-4ad2ad7d9085,8,ba5c5586-2153-4e12-a70f-06eb0c7cb552
2e731d94-3a86-4b28-bf82-16ab53f402ab,5,ba5c5586-2153-4e12-a70f-06eb0c7cb552
2f06eebf-371d-4396-bb56-1d16ec8c3b33,6,ba5c5586-2153-4e12-a70f-06eb0c7cb552
76af43d1-9144-4dd0-879f-ab7623348a33,2,ba5c5586-2153-4e12-a70f-06eb0c7cb552
897522c1-3556-4f67-8f8d-c34feabf4e25,3,ba5c5586-2153-4e12-a70f-06eb0c7cb552
04c713c3-26c3-48f6-aa8b-d100e8902d06,7,ba5c5586-2153-4e12-a70f-06eb0c7cb552
ac924bc1-5e01-486c-a5a0-457b95ac1b56,2,4cf309d9-73fd-4417-a251-06fe8015ffe1
1530fbcc-d936-405b-b138-a1083f3f7939,1,4cf309d9-73fd-4417-a251-06fe8015ffe1
3abad321-38de-4c07-93c3-39f46be1c1f0,1,5cb2ffde-b54c-4e31-912b-07b76ac91044
8046a61b-59c8-4835-be53-7a4aa1ff62f6,2,5cb2ffde-b54c-4e31-912b-07b76ac91044
3c5e5563-75a8-4231-9128-92b8759e022c,1,5cb2ffde-b54c-4e31-912b-07b76ac91044
d317bba8-3d40-49d6-9880-b5446df31d7c,2,5cb2ffde-b54c-4e31-912b-07b76ac91044
010fb136-8d75-4c53-a285-9116c2078533,6,917e9823-3f05-4d7f-9568-07fa3de464d4
121cdb80-1285-4ff3-a3e1-89cf3a74f819,12,917e9823-3f05-4d7f-9568-07fa3de464d4
ff1c02f3-544e-4683-a7a7-8b6eac10cc8a,15,917e9823-3f05-4d7f-9568-07fa3de464d4
145a7134-e930-4b80-a2c4-9ccaaaec90a1,1,917e9823-3f05-4d7f-9568-07fa3de464d4
37301448-d5db-4320-8f7b-9dbc81c0735f,18,917e9823-3f05-4d7f-9568-07fa3de464d4
e696c2ce-459e-4406-90bc-970b637772c4,5,917e9823-3f05-4d7f-9568-07fa3de464d4
31586115-e7e6-40d1-bd11-a056f1c8a5d6,9,917e9823-3f05-4d7f-9568-07fa3de464d4
d184206e-2b05-4839-b5c3-a2ccfa78456a,12,917e9823-3f05-4d7f-9568-07fa3de464d4
af447177-63d8-469a-9357-a33af542c4bc,2,917e9823-3f05-4d7f-9568-07fa3de464d4
f00f84fb-ee5c-4d1c-8a99-a1df6dad14a0,9,917e9823-3f05-4d7f-9568-07fa3de464d4
3d9716fd-081f-4c2f-9dfa-a1f2d52b7526,10,917e9823-3f05-4d7f-9568-07fa3de464d4
9ccf41cb-f3b5-40a3-8845-77447dd50874,7,917e9823-3f05-4d7f-9568-07fa3de464d4
0b8dc9b5-f181-4e90-97ea-7f66c6de260f,8,917e9823-3f05-4d7f-9568-07fa3de464d4
4405bce7-8e24-4155-8e25-7da2ea32a3a9,14,917e9823-3f05-4d7f-9568-07fa3de464d4
86bef8cf-7e07-4539-a7f8-67f4d7e2968b,7,917e9823-3f05-4d7f-9568-07fa3de464d4
3312d915-7fb4-42ef-a5db-65992ffc53ba,6,917e9823-3f05-4d7f-9568-07fa3de464d4
1779867b-e3b4-4bc0-ac2f-6712a740df72,4,917e9823-3f05-4d7f-9568-07fa3de464d4
8237d54d-83eb-40ac-b55f-5ce1b74c4f67,1,917e9823-3f05-4d7f-9568-07fa3de464d4
fb62f77e-441e-412d-884b-373c57527d57,8,917e9823-3f05-4d7f-9568-07fa3de464d4
4a02b92e-8b6d-4f1b-ba90-30d036a8e18d,15,917e9823-3f05-4d7f-9568-07fa3de464d4
f448c163-98ac-4017-8784-4237e0cf0900,17,917e9823-3f05-4d7f-9568-07fa3de464d4
36515044-252f-43c0-a3d9-4f062d0be4d5,13,917e9823-3f05-4d7f-9568-07fa3de464d4
4f5b5c6f-ccc7-4185-8da4-4f82c8ebd9c9,13,917e9823-3f05-4d7f-9568-07fa3de464d4
c98d65c5-5076-485e-b023-55f94e5b995c,3,917e9823-3f05-4d7f-9568-07fa3de464d4
f914893d-e93c-416e-b92e-51c55ee9f4c0,15,917e9823-3f05-4d7f-9568-07fa3de464d4
4ffbc409-d8bb-4d60-9eba-004d11a73a74,21,917e9823-3f05-4d7f-9568-07fa3de464d4
afacf247-203a-46cf-bb1c-05cac1200dc4,10,917e9823-3f05-4d7f-9568-07fa3de464d4
68c48108-f19b-4ca3-917a-17406e0cb878,3,917e9823-3f05-4d7f-9568-07fa3de464d4
bff754f4-364a-43cc-9edb-17ae3ec9cfc9,7,917e9823-3f05-4d7f-9568-07fa3de464d4
e451e8f5-ad17-4d32-a8ce-13c84fe5c9ee,20,917e9823-3f05-4d7f-9568-07fa3de464d4
fcf71c4d-5d11-4001-897b-1312404774df,5,917e9823-3f05-4d7f-9568-07fa3de464d4
8e4dc047-0ebc-4ef7-a91c-27484bbf91a1,6,917e9823-3f05-4d7f-9568-07fa3de464d4
781d9e3d-88c8-4090-ab3f-24bfb1f67533,10,917e9823-3f05-4d7f-9568-07fa3de464d4
32554cdf-ea54-446d-ad4b-1f88207611af,13,917e9823-3f05-4d7f-9568-07fa3de464d4
22d9f9cd-0bc0-4d51-9eb6-b67431ea50de,19,917e9823-3f05-4d7f-9568-07fa3de464d4
bd5577cd-4993-4377-91b9-b940745ab3f9,12,917e9823-3f05-4d7f-9568-07fa3de464d4
cde9119d-e836-436d-abad-b0963eb53fc2,3,917e9823-3f05-4d7f-9568-07fa3de464d4
af845bbb-5a15-427e-b78d-a63b22e7509a,8,917e9823-3f05-4d7f-9568-07fa3de464d4
5cc09c8c-0a1d-4ebe-a6d5-cf10474c92ad,2,917e9823-3f05-4d7f-9568-07fa3de464d4
10db70c3-2a44-4387-8f36-c11ff325bd1b,2,917e9823-3f05-4d7f-9568-07fa3de464d4
89ca6453-bc17-4aa0-9a2d-bed308d3041a,11,917e9823-3f05-4d7f-9568-07fa3de464d4
44e89448-d623-4827-86cc-e28786273b12,14,917e9823-3f05-4d7f-9568-07fa3de464d4
1b30c282-8efc-4ad5-9fc8-e4fb66ba7628,5,917e9823-3f05-4d7f-9568-07fa3de464d4
2d847a1f-5ac3-4328-99bb-dcca050968b5,11,917e9823-3f05-4d7f-9568-07fa3de464d4
54d47b9c-ce5e-4d9e-b5fd-dbbacf5c77b4,9,917e9823-3f05-4d7f-9568-07fa3de464d4
7b02babb-bb81-4de2-b98d-d352b0259951,1,917e9823-3f05-4d7f-9568-07fa3de464d4
d99c20f1-bf5d-4636-99f8-d43032b306db,16,917e9823-3f05-4d7f-9568-07fa3de464d4
2663e778-b5a5-4288-94ef-fec8929de6ed,4,917e9823-3f05-4d7f-9568-07fa3de464d4
67f83817-d0eb-4a7d-b872-f93f6de5de38,4,917e9823-3f05-4d7f-9568-07fa3de464d4
04ad7bdd-4a48-4104-b6d7-f7bb3d65e3b1,11,917e9823-3f05-4d7f-9568-07fa3de464d4
51ffee8e-b7b6-49ad-a9b8-edfff52f1483,14,917e9823-3f05-4d7f-9568-07fa3de464d4
8af8c8fe-ad30-4f36-8b80-779227c50dca,8,9062f3c1-03c2-48ab-a722-08c3c491f532
86a93777-3133-4896-a41d-2a45c7c342c4,1,9062f3c1-03c2-48ab-a722-08c3c491f532
46af4ff6-9542-4c48-a792-2321f9ff5068,6,9062f3c1-03c2-48ab-a722-08c3c491f532
732c494d-9f7e-4b69-a088-1a1cda0ac712,2,9062f3c1-03c2-48ab-a722-08c3c491f532
039f7b94-a992-4ea4-bb40-30edb66ac60c,5,9062f3c1-03c2-48ab-a722-08c3c491f532
4afc5566-0ea5-44cd-81d7-52f3d25657b4,3,9062f3c1-03c2-48ab-a722-08c3c491f532
ae3e3d8a-d5c9-4c4f-ae86-48683cedfaa5,2,9062f3c1-03c2-48ab-a722-08c3c491f532
8a116196-fc42-4e78-81a5-edd04457d8d0,4,9062f3c1-03c2-48ab-a722-08c3c491f532
63bc5b01-0fce-4f0f-9c99-ed6b129923e1,7,9062f3c1-03c2-48ab-a722-08c3c491f532
622f4f2c-313a-4406-a22c-ce7593d4e5da,2,9062f3c1-03c2-48ab-a722-08c3c491f532
188e3993-ec06-454e-bcc7-b325d4d3f5f7,1,9062f3c1-03c2-48ab-a722-08c3c491f532
2bc162da-c6e6-4af3-846f-ae47ec627ed0,1,9062f3c1-03c2-48ab-a722-08c3c491f532
0c039b06-88c0-4df3-9e33-534061612848,1,07e3d855-533d-47a3-b19f-08cd09da1d62
5f8e0be4-ec71-452e-a54f-984da977a887,12,b85369db-e89a-446c-aa4c-0a779bc8546c
baf0a4f1-483a-428d-b005-9ac89ae039be,9,b85369db-e89a-446c-aa4c-0a779bc8546c
5819816a-538e-4219-ab9c-8c2f35cea36c,15,b85369db-e89a-446c-aa4c-0a779bc8546c
a19b62d4-455f-486a-9692-8b1518cf5a5b,13,b85369db-e89a-446c-aa4c-0a779bc8546c
7d7e18b6-716b-483a-a2dd-9fe3628ab50c,6,b85369db-e89a-446c-aa4c-0a779bc8546c
715e5147-1d34-4ae8-a3a8-634f8d92a9f5,2,b85369db-e89a-446c-aa4c-0a779bc8546c
cf2547d9-7c72-40e6-818e-63d79c685a20,6,b85369db-e89a-446c-aa4c-0a779bc8546c
0f7219b4-3b0b-4694-86c8-61c5e487a4af,3,b85369db-e89a-446c-aa4c-0a779bc8546c
4da2ea50-7ac0-41e8-8cab-6545ee65fcf0,8,b85369db-e89a-446c-aa4c-0a779bc8546c
5644ea27-b6a3-4ba7-b835-64b23db7c9c1,8,b85369db-e89a-446c-aa4c-0a779bc8546c
a09ae687-6192-4b69-82ff-7ae5358db264,1,b85369db-e89a-446c-aa4c-0a779bc8546c
024d6e5c-0d12-4f53-96d1-7cdb501a806a,19,b85369db-e89a-446c-aa4c-0a779bc8546c
9fc1c03b-d15d-4d7b-a292-7f74892abb8b,5,b85369db-e89a-446c-aa4c-0a779bc8546c
8a38c6b6-3c1f-4063-b857-8078b11692b4,19,b85369db-e89a-446c-aa4c-0a779bc8546c
8024fbcc-619b-4ef7-a615-87308039f66d,7,b85369db-e89a-446c-aa4c-0a779bc8546c
8b5471eb-7202-4405-89ce-8667e53cf22f,11,b85369db-e89a-446c-aa4c-0a779bc8546c
75a6b178-294b-481e-b9fd-883c2c2349d0,9,b85369db-e89a-446c-aa4c-0a779bc8546c
06a9e130-365a-4670-9fc0-885ee26efa53,8,b85369db-e89a-446c-aa4c-0a779bc8546c
e12e0b19-b0bf-4da4-ab94-0c325d77ff79,4,b85369db-e89a-446c-aa4c-0a779bc8546c
fd32fc58-7637-44e0-8953-161bf60ebd4b,4,b85369db-e89a-446c-aa4c-0a779bc8546c
b8b3e919-53c8-4abc-a9d9-0709e1f431f3,17,b85369db-e89a-446c-aa4c-0a779bc8546c
b0c42305-e82f-4478-9314-0006677557d4,7,b85369db-e89a-446c-aa4c-0a779bc8546c
4f672986-3cfb-41d4-9f1c-00d859427fd2,11,b85369db-e89a-446c-aa4c-0a779bc8546c
1433ee47-8ae1-44a4-9579-249ea4460f0d,2,b85369db-e89a-446c-aa4c-0a779bc8546c
bc2c5a10-98b3-4eb5-9462-1a4e9488dfc3,1,b85369db-e89a-446c-aa4c-0a779bc8546c
d87c397f-eefc-4638-9dee-199a4720a041,4,b85369db-e89a-446c-aa4c-0a779bc8546c
9396c419-ae58-4f10-b8f2-1a9b08c92bd3,18,b85369db-e89a-446c-aa4c-0a779bc8546c
e9e28919-0cea-487c-9c39-3d6decf4fe84,16,b85369db-e89a-446c-aa4c-0a779bc8546c
5a77a443-abd9-4266-8a63-448ede06e4e4,2,b85369db-e89a-446c-aa4c-0a779bc8546c
82f2da60-d1ab-4700-b96c-36f0dfc0a9b0,12,b85369db-e89a-446c-aa4c-0a779bc8546c
c4d6c273-b3e2-43cb-b3f2-314cbdc7c9c2,10,b85369db-e89a-446c-aa4c-0a779bc8546c
cdf5d53d-fd7f-4647-a2e9-58f5797c6ce1,13,b85369db-e89a-446c-aa4c-0a779bc8546c
6a0da8e8-34a6-47d7-90a4-54a23197c643,5,b85369db-e89a-446c-aa4c-0a779bc8546c
3b04b2de-6b2a-494e-937b-4edbc6cf4838,11,b85369db-e89a-446c-aa4c-0a779bc8546c
9a0c6330-34b3-4da2-a7a4-bb59678a7052,13,b85369db-e89a-446c-aa4c-0a779bc8546c
c831f42a-86fe-417b-8a13-c9a20f36f86a,18,b85369db-e89a-446c-aa4c-0a779bc8546c
847f76f2-c1c5-489d-b6b8-b410211e9c51,6,b85369db-e89a-446c-aa4c-0a779bc8546c
95ce0570-af36-4892-accd-b194dda4a8db,17,b85369db-e89a-446c-aa4c-0a779bc8546c
1a261a2c-800d-4cad-b5dd-ba364d777eaf,14,b85369db-e89a-446c-aa4c-0a779bc8546c
b370e252-fca7-4141-8951-d9bf17e7cf0a,3,b85369db-e89a-446c-aa4c-0a779bc8546c
